									
	Numero	Nom	Code	APICodeEntier	CaractHex	Ajouter sous Excel	Caracteristique	APICode	CodeBase
	9441	KOLOKUMA IJO	4150	894	0077	w	vd labvel approxi	w	10
	9442	KOLOKUMA IJO	4150	534	0069	i	high front unrnd perif vowel	i	10
	9443	KOLOKUMA IJO	4150	215	0049	I	lordhig front unrnd perif vowel	I!	10
	9444	KOLOKUMA IJO	4150	420	0065	e	himid front unrnd perif vowel	e	10
	9445	KOLOKUMA IJO	4150	196	00E8	è	lomid front unrnd perif vowel	E!	10
	9446	KOLOKUMA IJO	4150	301	0061	a	low central unrnd perif vowel	a	10
	9447	KOLOKUMA IJO	4150	239	004F	O	lomid back rounded perif vowel	O!	10
	9448	KOLOKUMA IJO	4150	693	006F	o	himid back rounded perif vowel	o	10
	9449	KOLOKUMA IJO	4150	273	03A9	Ω	lordhig back rounded perif vowel	U!	10
	9450	KOLOKUMA IJO	4150	855	0075	u	high back rounded perif vowel	u	10
	9451	KOLOKUMA IJO	4150	566	00692020	i†	naszd high front unrnd perif vowel	i~	10
	9452	KOLOKUMA IJO	4150	221	00492020	I†	naszd lordhig front unrnd perif vowel	I!~	10
	9453	KOLOKUMA IJO	4150	432	00652020	e†	naszd himid front unrnd perif vowel	e~	10
	9454	KOLOKUMA IJO	4150	202	00E82020	è†	naszd lomid front unrnd perif vowel	E!~	10
	9455	KOLOKUMA IJO	4150	347	00612020	a†	naszd low central unrnd perif vowel	a~	10
	9456	KOLOKUMA IJO	4150	247	004F2020	O†	naszd lomid back rounded perif vowel	O!~	10
	9457	KOLOKUMA IJO	4150	721	006F2020	o†	naszd himid back rounded perif vowel	o~	10
	9458	KOLOKUMA IJO	4150	280	03A92020	Ω†	naszd lordhig back rounded perif vowel	U!~	10
	9459	KOLOKUMA IJO	4150	886	00752020	u†	naszd high back rounded perif vowel	u~	10
	9460	LUA	4151	723	0070	p	vl bilabial stp	p	10
	9461	LUA	4151	799	0074	t	vl alveolar stp	t	10
	9462	LUA	4151	575	006B	k	vl velar stp	k	10
	9463	LUA	4151	173	003F	?	vl glottal stp	?	10
	9464	LUA	4151	350	0062	b	vd bilabial stp	b	10
	9465	LUA	4151	374	0064	d	vd alveolar stp	d	10
	9466	LUA	4151	439	0067	g	vd velar stp	g	10
	9467	LUA	4151	354	0392	Β	vd bilabial implosiv	b<	10
	9468	LUA	4151	385	0111	đ	vd alveolar implosiv	d<	10
	9469	LUA	4151	661	006E0064	nd	prenazad vd alveolar stp	nd	10
	9470	LUA	4151	228	014B0067	ŋg	prenazad vd velar stp	Ng	10
	9471	LUA	4151	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	9472	LUA	4151	396	0064007A2015	dz―	vd postalveol sib affricate	dZ!	10
	9473	LUA	4151	667	006E02C9006402C9007A2015	nˉdˉz―	prenazad vd postalveol sib affricate	ndZ!	10
	9474	LUA	4151	474	0068	h	vl glottal fricative	h	10
	9475	LUA	4151	786	0073	s	vl alveolar sib fricative	s	10
	9476	LUA	4151	623	006D	m	vd bilabial nasal	m	10
	9477	LUA	4151	637	006E	n	vd alveolar nasal	n	10
	9478	LUA	4151	776	0156	Ŗ	vd alveolar flap	r[	10
	9479	LUA	4151	600	006C	l	vd alveolar laterapprox	l	10
	9480	LUA	4151	570	006A	j	vd palatal approxi	j	10
	9481	LUA	4151	894	0077	w	vd labvel approxi	w	10
	9482	LUA	4151	534	0069	i	high front unrnd perif vowel	i	10
	9483	LUA	4151	420	0065	e	himid front unrnd perif vowel	e	10
	9484	LUA	4151	301	0061	a	low central unrnd perif vowel	a	10
	9485	LUA	4151	693	006F	o	himid back rounded perif vowel	o	10
	9486	LUA	4151	855	0075	u	high back rounded perif vowel	u	10
	9487	LUA	4151	547	00EF	ï	high central unrnd vowel	i_	10
	9488	LUA	4151	12	2202	∂	md central unrnd vowel	@	10
	9489	LUA	4151	566	00692020	i†	naszd high front unrnd perif vowel	i~	10
	9490	LUA	4151	432	00652020	e†	naszd himid front unrnd perif vowel	e~	10
	9491	LUA	4151	347	00612020	a†	naszd low central unrnd perif vowel	a~	10
	9492	LUA	4151	721	006F2020	o†	naszd himid back rounded perif vowel	o~	10
	9493	LUA	4151	886	00752020	u†	naszd high back rounded perif vowel	u~	10
	9494	LUA	4151	18	22022020	∂†	naszd md central unrnd vowel	@~	10
	9495	LUA	4151	630	006D0062	mb	prenazad vd bilabial stp	mb	10
	9496	ALLADIAN	4152	723	0070	p	vl bilabial stp	p	10
	9497	ALLADIAN	4152	364	0063	c	vl palatal stp	c	10
	9498	ALLADIAN	4152	575	006B	k	vl velar stp	k	10
	9499	ALLADIAN	4152	592	006B00702015	kp―	vl labvel stp	kp	10
	9500	ALLADIAN	4152	350	0062	b	vd bilabial stp	b	10
	9501	ALLADIAN	4152	374	0064	d	vd alveolar stp	d	10
	9502	ALLADIAN	4152	406	004A	J	vd palatal stp	dj	10
	9503	ALLADIAN	4152	439	0067	g	vd velar stp	g	10
	9504	ALLADIAN	4152	466	006700622015	gb―	vd labvel stp	gb	10
	9505	ALLADIAN	4152	434	0066	f	vl labdent fricative	f	10
	9506	ALLADIAN	4152	474	0068	h	vl glottal fricative	h	10
	9507	ALLADIAN	4152	888	0076	v	vd labdent fricative	v	10
	9508	ALLADIAN	4152	786	0073	s	vl alveolar sib fricative	s	10
	9509	ALLADIAN	4152	266	222B	∫	vl postalveol sib fricative	S!	10
	9510	ALLADIAN	4152	909	005A	Z	vd alveolar sib fricative	z	10
	9511	ALLADIAN	4152	293	007A	z	vd postalveol sib fricative	Z!	10
	9512	ALLADIAN	4152	623	006D	m	vd bilabial nasal	m	10
	9513	ALLADIAN	4152	637	006E	n	vd alveolar nasal	n	10
	9514	ALLADIAN	4152	673	0145	Ņ	vd palatal nasal	nj	10
	9515	ALLADIAN	4152	776	0156	Ŗ	vd alveolar flap	r[	10
	9516	ALLADIAN	4152	600	006C	l	vd alveolar laterapprox	l	10
	9517	ALLADIAN	4152	570	006A	j	vd palatal approxi	j	10
	9518	ALLADIAN	4152	894	0077	w	vd labvel approxi	w	10
	9519	ALLADIAN	4152	534	0069	i	high front unrnd perif vowel	i	10
	9520	ALLADIAN	4152	215	0049	I	lordhig front unrnd perif vowel	I!	10
	9521	ALLADIAN	4152	420	0065	e	himid front unrnd perif vowel	e	10
	9522	ALLADIAN	4152	196	00E8	è	lomid front unrnd perif vowel	E!	10
	9523	ALLADIAN	4152	301	0061	a	low central unrnd perif vowel	a	10
	9524	ALLADIAN	4152	239	004F	O	lomid back rounded perif vowel	O!	10
	9525	ALLADIAN	4152	693	006F	o	himid back rounded perif vowel	o	10
	9526	ALLADIAN	4152	855	0075	u	high back rounded perif vowel	u	10
	9527	ALLADIAN	4152	202	00E82020	è†	naszd lomid front unrnd perif vowel	E!~	10
	9528	ALLADIAN	4152	347	00612020	a†	naszd low central unrnd perif vowel	a~	10
	9529	ALLADIAN	4152	247	004F2020	O†	naszd lomid back rounded perif vowel	O!~	10
	9530	ALLADIAN	4152	896	0178	Ÿ	vd labpal approxi	wj	10
	9531	ALLADIAN	4152	799	0074	t	vl alveolar stp	t	10
	9532	MAMBILA	4153	723	0070	p	vl bilabial stp	p	10
	9533	MAMBILA	4153	799	0074	t	vl alveolar stp	t	10
	9534	MAMBILA	4153	575	006B	k	vl velar stp	k	10
	9535	MAMBILA	4153	350	0062	b	vd bilabial stp	b	10
	9536	MAMBILA	4153	374	0064	d	vd alveolar stp	d	10
	9537	MAMBILA	4153	439	0067	g	vd velar stp	g	10
	9538	MAMBILA	4153	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	9539	MAMBILA	4153	396	0064007A2015	dz―	vd postalveol sib affricate	dZ!	10
	9540	MAMBILA	4153	363	044400762015	фv―	vd labdent affricate	bv	10
	9541	MAMBILA	4153	434	0066	f	vl labdent fricative	f	10
	9542	MAMBILA	4153	474	0068	h	vl glottal fricative	h	10
	9543	MAMBILA	4153	786	0073	s	vl alveolar sib fricative	s	10
	9544	MAMBILA	4153	623	006D	m	vd bilabial nasal	m	10
	9545	MAMBILA	4153	637	006E	n	vd alveolar nasal	n	10
	9546	MAMBILA	4153	657	006E02C9	nˉ	vd postalveol nasal	n_	10
	9547	MAMBILA	4153	224	014B	ŋ	vd velar nasal	N!1	10
	9548	MAMBILA	4153	600	006C	l	vd alveolar laterapprox	l	10
	9549	MAMBILA	4153	570	006A	j	vd palatal approxi	j	10
	9550	MAMBILA	4153	894	0077	w	vd labvel approxi	w	10
	9551	MAMBILA	4153	534	0069	i	high front unrnd perif vowel	i	10
	9552	MAMBILA	4153	420	0065	e	himid front unrnd perif vowel	e	10
	9553	MAMBILA	4153	301	0061	a	low central unrnd perif vowel	a	10
	9554	MAMBILA	4153	239	004F	O	lomid back rounded perif vowel	O!	10
	9555	MAMBILA	4153	693	006F	o	himid back rounded perif vowel	o	10
	9556	MAMBILA	4153	855	0075	u	high back rounded perif vowel	u	10
	9557	MBA-NE	4160	723	0070	p	vl bilabial stp	p	10
	9558	MBA-NE	4160	799	0074	t	vl alveolar stp	t	10
	9559	MBA-NE	4160	575	006B	k	vl velar stp	k	10
	9560	MBA-NE	4160	592	006B00702015	kp―	vl labvel stp	kp	10
	9561	MBA-NE	4160	350	0062	b	vd bilabial stp	b	10
	9562	MBA-NE	4160	374	0064	d	vd alveolar stp	d	10
	9563	MBA-NE	4160	439	0067	g	vd velar stp	g	10
	9564	MBA-NE	4160	466	006700622015	gb―	vd labvel stp	gb	10
	9565	MBA-NE	4160	630	006D0062	mb	prenazad vd bilabial stp	mb	10
	9566	MBA-NE	4160	661	006E0064	nd	prenazad vd alveolar stp	nd	10
	9567	MBA-NE	4160	228	014B0067	ŋg	prenazad vd velar stp	Ng	10
	9568	MBA-NE	4160	236	014B006D006720150062	ŋmg―b	prenazad vd labvel stp	Nmgb	10
	9569	MBA-NE	4160	354	0392	Β	vd bilabial implosiv	b<	10
	9570	MBA-NE	4160	385	0111	đ	vd alveolar implosiv	d<	10
	9571	MBA-NE	4160	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	9572	MBA-NE	4160	396	0064007A2015	dz―	vd postalveol sib affricate	dZ!	10
	9573	MBA-NE	4160	667	006E02C9006402C9007A2015	nˉdˉz―	prenazad vd postalveol sib affricate	ndZ!	10
	9574	MBA-NE	4160	434	0066	f	vl labdent fricative	f	10
	9575	MBA-NE	4160	888	0076	v	vd labdent fricative	v	10
	9576	MBA-NE	4160	637	006E	n	vd alveolar nasal	n	10
	9577	MBA-NE	4160	657	006E02C9	nˉ	vd postalveol nasal	n_	10
	9578	MBA-NE	4160	600	006C	l	vd alveolar laterapprox	l	10
	9579	MBA-NE	4160	570	006A	j	vd palatal approxi	j	10
	9580	MBA-NE	4160	894	0077	w	vd labvel approxi	w	10
	9581	MBA-NE	4160	534	0069	i	high front unrnd perif vowel	i	10
	9582	MBA-NE	4160	420	0065	e	himid front unrnd perif vowel	e	10
	9583	MBA-NE	4160	196	00E8	è	lomid front unrnd perif vowel	E!	10
	9584	MBA-NE	4160	301	0061	a	low central unrnd perif vowel	a	10
	9585	MBA-NE	4160	239	004F	O	lomid back rounded perif vowel	O!	10
	9586	MBA-NE	4160	693	006F	o	himid back rounded perif vowel	o	10
	9587	MBA-NE	4160	855	0075	u	high back rounded perif vowel	u	10
	9588	DOGON	4170	723	0070	p	vl bilabial stp	p	10
	9589	DOGON	4170	799	0074	t	vl alveolar stp	t	10
	9590	DOGON	4170	575	006B	k	vl velar stp	k	10
	9591	DOGON	4170	350	0062	b	vd bilabial stp	b	10
	9592	DOGON	4170	374	0064	d	vd alveolar stp	d	10
	9593	DOGON	4170	439	0067	g	vd velar stp	g	10
	9594	DOGON	4170	396	0064007A2015	dz―	vd postalveol sib affricate	dZ!	10
	9595	DOGON	4170	474	0068	h	vl glottal fricative	h	10
	9596	DOGON	4170	786	0073	s	vl alveolar sib fricative	s	10
	9597	DOGON	4170	623	006D	m	vd bilabial nasal	m	10
	9598	DOGON	4170	637	006E	n	vd alveolar nasal	n	10
	9599	DOGON	4170	673	0145	Ņ	vd palatal nasal	nj	10
	9600	DOGON	4170	775	0157	ŗ	vd alveolar tap	rT	10
	9601	DOGON	4170	600	006C	l	vd alveolar laterapprox	l	10
	9602	DOGON	4170	570	006A	j	vd palatal approxi	j	10
	9603	DOGON	4170	894	0077	w	vd labvel approxi	w	10
	9604	DOGON	4170	534	0069	i	high front unrnd perif vowel	i	10
	9605	DOGON	4170	420	0065	e	himid front unrnd perif vowel	e	10
	9606	DOGON	4170	196	00E8	è	lomid front unrnd perif vowel	E!	10
	9607	DOGON	4170	301	0061	a	low central unrnd perif vowel	a	10
	9608	DOGON	4170	239	004F	O	lomid back rounded perif vowel	O!	10
	9609	DOGON	4170	693	006F	o	himid back rounded perif vowel	o	10
	9610	DOGON	4170	855	0075	u	high back rounded perif vowel	u	10
	9611	DOGON	4170	566	00692020	i†	naszd high front unrnd perif vowel	i~	10
	9612	DOGON	4170	432	00652020	e†	naszd himid front unrnd perif vowel	e~	10
	9613	DOGON	4170	347	00612020	a†	naszd low central unrnd perif vowel	a~	10
	9614	DOGON	4170	721	006F2020	o†	naszd himid back rounded perif vowel	o~	10
	9615	DOGON	4170	886	00752020	u†	naszd high back rounded perif vowel	u~	10
	9616	SONGHAI	4200	350	0062	b	vd bilabial stp	b	10
	9617	SONGHAI	4200	575	006B	k	vl velar stp	k	10
	9618	SONGHAI	4200	439	0067	g	vd velar stp	g	10
	9619	SONGHAI	4200	434	0066	f	vl labdent fricative	f	10
	9620	SONGHAI	4200	623	006D	m	vd bilabial nasal	m	10
	9621	SONGHAI	4200	224	014B	ŋ	vd velar nasal	N!1	10
	9622	SONGHAI	4200	534	0069	i	high front unrnd perif vowel	i	10
	9623	SONGHAI	4200	420	0065	e	himid front unrnd perif vowel	e	10
	9624	SONGHAI	4200	432	00652020	e†	naszd himid front unrnd perif vowel	e~	10
	9625	SONGHAI	4200	301	0061	a	low central unrnd perif vowel	a	10
	9626	SONGHAI	4200	347	00612020	a†	naszd low central unrnd perif vowel	a~	10
	9627	SONGHAI	4200	855	0075	u	high back rounded perif vowel	u	10
	9628	SONGHAI	4200	886	00752020	u†	naszd high back rounded perif vowel	u~	10
	9629	SONGHAI	4200	693	006F	o	himid back rounded perif vowel	o	10
	9630	SONGHAI	4200	721	006F2020	o†	naszd himid back rounded perif vowel	o~	10
	9631	SONGHAI	4200	894	0077	w	vd labvel approxi	w	10
	9632	SONGHAI	4200	570	006A	j	vd palatal approxi	j	10
	9633	SONGHAI	4200	799	0074	t	vl alveolar stp	t	10
	9634	SONGHAI	4200	374	0064	d	vd alveolar stp	d	10
	9635	SONGHAI	4200	786	0073	s	vl alveolar sib fricative	s	10
	9636	SONGHAI	4200	909	005A	Z	vd alveolar sib fricative	z	10
	9637	SONGHAI	4200	637	006E	n	vd alveolar nasal	n	10
	9638	SONGHAI	4200	783	00720072	rr	vd alveolar rsound	rr	10
	9639	SONGHAI	4200	600	006C	l	vd alveolar laterapprox	l	10
	9640	KANURI	4201	723	0070	p	vl bilabial stp	p	10
	9641	KANURI	4201	350	0062	b	vd bilabial stp	b	10
	9642	KANURI	4201	575	006B	k	vl velar stp	k	10
	9643	KANURI	4201	439	0067	g	vd velar stp	g	10
	9644	KANURI	4201	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	9645	KANURI	4201	396	0064007A2015	dz―	vd postalveol sib affricate	dZ!	10
	9646	KANURI	4201	252	0046	F	vl bilabial fricative	P!	10
	9647	KANURI	4201	434	0066	f	vl labdent fricative	f	10
	9648	KANURI	4201	266	222B	∫	vl postalveol sib fricative	S!	10
	9649	KANURI	4201	623	006D	m	vd bilabial nasal	m	10
	9650	KANURI	4201	673	0145	Ņ	vd palatal nasal	nj	10
	9651	KANURI	4201	603	013B	Ļ	vd retro laterapprox	l.	10
	9652	KANURI	4201	173	003F	?	vl glottal stp	?	10
	9653	KANURI	4201	474	0068	h	vl glottal fricative	h	10
	9654	KANURI	4201	534	0069	i	high front unrnd perif vowel	i	10
	9655	KANURI	4201	420	0065	e	himid front unrnd perif vowel	e	10
	9656	KANURI	4201	301	0061	a	low central unrnd perif vowel	a	10
	9657	KANURI	4201	547	00EF	ï	high central unrnd vowel	i_	10
	9658	KANURI	4201	855	0075	u	high back rounded perif vowel	u	10
	9659	KANURI	4201	693	006F	o	himid back rounded perif vowel	o	10
	9660	KANURI	4201	570	006A	j	vd palatal approxi	j	10
	9661	KANURI	4201	894	0077	w	vd labvel approxi	w	10
	9662	KANURI	4201	799	0074	t	vl alveolar stp	t	10
	9663	KANURI	4201	374	0064	d	vd alveolar stp	d	10
	9664	KANURI	4201	786	0073	s	vl alveolar sib fricative	s	10
	9665	KANURI	4201	909	005A	Z	vd alveolar sib fricative	z	10
	9666	KANURI	4201	637	006E	n	vd alveolar nasal	n	10
	9667	KANURI	4201	776	0156	Ŗ	vd alveolar flap	r[	10
	9668	KANURI	4201	600	006C	l	vd alveolar laterapprox	l	10
	9669	MABA	4202	350	0062	b	vd bilabial stp	b	10
	9670	MABA	4202	434	0066	f	vl labdent fricative	f	10
	9671	MABA	4202	623	006D	m	vd bilabial nasal	m	10
	9672	MABA	4202	894	0077	w	vd labvel approxi	w	10
	9673	MABA	4202	799	0074	t	vl alveolar stp	t	10
	9674	MABA	4202	374	0064	d	vd alveolar stp	d	10
	9675	MABA	4202	786	0073	s	vl alveolar sib fricative	s	10
	9676	MABA	4202	909	005A	Z	vd alveolar sib fricative	z	10
	9677	MABA	4202	637	006E	n	vd alveolar nasal	n	10
	9678	MABA	4202	600	006C	l	vd alveolar laterapprox	l	10
	9679	MABA	4202	763	0072	r	vd alveolar trill	r	10
	9680	MABA	4202	802	0054	T	vl retro stp	t.	10
	9681	MABA	4202	378	0044	D	vd retro stp	d.	10
	9682	MABA	4202	406	004A	J	vd palatal stp	dj	10
	9683	MABA	4202	266	222B	∫	vl postalveol sib fricative	S!	10
	9684	MABA	4202	293	007A	z	vd postalveol sib fricative	Z!	10
	9685	MABA	4202	673	0145	Ņ	vd palatal nasal	nj	10
	9686	MABA	4202	570	006A	j	vd palatal approxi	j	10
	9687	MABA	4202	575	006B	k	vl velar stp	k	10
	9688	MABA	4202	439	0067	g	vd velar stp	g	10
	9689	MABA	4202	224	014B	ŋ	vd velar nasal	N!1	10
	9690	MABA	4202	173	003F	?	vl glottal stp	?	10
	9691	MABA	4202	534	0069	i	high front unrnd perif vowel	i	10
	9692	MABA	4202	420	0065	e	himid front unrnd perif vowel	e	10
	9693	MABA	4202	196	00E8	è	lomid front unrnd perif vowel	E!	10
	9694	MABA	4202	301	0061	a	low central unrnd perif vowel	a	10
	9695	MABA	4202	239	004F	O	lomid back rounded perif vowel	O!	10
	9696	MABA	4202	693	006F	o	himid back rounded perif vowel	o	10
	9697	MABA	4202	855	0075	u	high back rounded perif vowel	u	10
	9698	FUR	4203	723	0070	p	vl bilabial stp	p	10
	9699	FUR	4203	350	0062	b	vd bilabial stp	b	10
	9700	FUR	4203	434	0066	f	vl labdent fricative	f	10
	9701	FUR	4203	623	006D	m	vd bilabial nasal	m	10
	9702	FUR	4203	894	0077	w	vd labvel approxi	w	10
	9703	FUR	4203	799	0074	t	vl alveolar stp	t	10
	9704	FUR	4203	374	0064	d	vd alveolar stp	d	10
	9705	FUR	4203	786	0073	s	vl alveolar sib fricative	s	10
	9706	FUR	4203	637	006E	n	vd alveolar nasal	n	10
	9707	FUR	4203	763	0072	r	vd alveolar trill	r	10
	9708	FUR	4203	600	006C	l	vd alveolar laterapprox	l	10
	9709	FUR	4203	396	0064007A2015	dz―	vd postalveol sib affricate	dZ!	10
	9710	FUR	4203	266	222B	∫	vl postalveol sib fricative	S!	10
	9711	FUR	4203	673	0145	Ņ	vd palatal nasal	nj	10
	9712	FUR	4203	570	006A	j	vd palatal approxi	j	10
	9713	FUR	4203	575	006B	k	vl velar stp	k	10
	9714	FUR	4203	439	0067	g	vd velar stp	g	10
	9715	FUR	4203	224	014B	ŋ	vd velar nasal	N!1	10
	9716	FUR	4203	474	0068	h	vl glottal fricative	h	10
	9717	FUR	4203	534	0069	i	high front unrnd perif vowel	i	10
	9718	FUR	4203	420	0065	e	himid front unrnd perif vowel	e	10
	9719	FUR	4203	196	00E8	è	lomid front unrnd perif vowel	E!	10
	9720	FUR	4203	301	0061	a	low central unrnd perif vowel	a	10
	9721	FUR	4203	239	004F	O	lomid back rounded perif vowel	O!	10
	9722	FUR	4203	693	006F	o	himid back rounded perif vowel	o	10
	9723	FUR	4203	855	0075	u	high back rounded perif vowel	u	10
	9724	FUR	4203	12	2202	∂	md central unrnd vowel	@	10
	9725	FUR	4203	539	006925BA	i►	long high front unrnd perif vowel	i:	10
	9726	FUR	4203	313	006125BA	a►	long low central unrnd perif vowel	a:	10
	9727	FUR	4203	862	007525BA	u►	long high back rounded perif vowel	u:	10
	9728	MAASAI	4204	723	0070	p	vl bilabial stp	p	10
	9729	MAASAI	4204	354	0392	Β	vd bilabial implosiv	b<	10
	9730	MAASAI	4204	409	0192	ƒ	vd palatal implosiv	dj<	10
	9731	MAASAI	4204	575	006B	k	vl velar stp	k	10
	9732	MAASAI	4204	455	011F	ğ	vd velar implosiv	g<	10
	9733	MAASAI	4204	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	9734	MAASAI	4204	266	222B	∫	vl postalveol sib fricative	S!	10
	9735	MAASAI	4204	623	006D	m	vd bilabial nasal	m	10
	9736	MAASAI	4204	673	0145	Ņ	vd palatal nasal	nj	10
	9737	MAASAI	4204	224	014B	ŋ	vd velar nasal	N!1	10
	9738	MAASAI	4204	776	0156	Ŗ	vd alveolar flap	r[	10
	9739	MAASAI	4204	534	0069	i	high front unrnd perif vowel	i	10
	9740	MAASAI	4204	215	0049	I	lordhig front unrnd perif vowel	I!	10
	9741	MAASAI	4204	420	0065	e	himid front unrnd perif vowel	e	10
	9742	MAASAI	4204	196	00E8	è	lomid front unrnd perif vowel	E!	10
	9743	MAASAI	4204	301	0061	a	low central unrnd perif vowel	a	10
	9744	MAASAI	4204	855	0075	u	high back rounded perif vowel	u	10
	9745	MAASAI	4204	273	03A9	Ω	lordhig back rounded perif vowel	U!	10
	9746	MAASAI	4204	693	006F	o	himid back rounded perif vowel	o	10
	9747	MAASAI	4204	239	004F	O	lomid back rounded perif vowel	O!	10
	9748	MAASAI	4204	570	006A	j	vd palatal approxi	j	10
	9749	MAASAI	4204	894	0077	w	vd labvel approxi	w	10
	9750	MAASAI	4204	799	0074	t	vl alveolar stp	t	10
	9751	MAASAI	4204	385	0111	đ	vd alveolar implosiv	d<	10
	9752	MAASAI	4204	786	0073	s	vl alveolar sib fricative	s	10
	9753	MAASAI	4204	637	006E	n	vd alveolar nasal	n	10
	9754	MAASAI	4204	526	007200B0	r°	vl alveolar trill	hr	10
	9755	MAASAI	4204	600	006C	l	vd alveolar laterapprox	l	10
	9756	LUO	4205	723	0070	p	vl bilabial stp	p	10
	9757	LUO	4205	350	0062	b	vd bilabial stp	b	10
	9758	LUO	4205	799	0074	t	vl alveolar stp	t	10
	9759	LUO	4205	374	0064	d	vd alveolar stp	d	10
	9760	LUO	4205	575	006B	k	vl velar stp	k	10
	9761	LUO	4205	439	0067	g	vd velar stp	g	10
	9762	LUO	4205	817	007400B701FE201500B7	t·Ǿ―·	vl dental affricate	tD0	10
	9763	LUO	4205	388	006400B7010F201500B7	d·ď―·	vd dental affricate	dD6	10
	9764	LUO	4205	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	9765	LUO	4205	396	0064007A2015	dz―	vd postalveol sib affricate	dZ!	10
	9766	LUO	4205	434	0066	f	vl labdent fricative	f	10
	9767	LUO	4205	786	0073	s	vl alveolar sib fricative	s	10
	9768	LUO	4205	266	222B	∫	vl postalveol sib fricative	S!	10
	9769	LUO	4205	623	006D	m	vd bilabial nasal	m	10
	9770	LUO	4205	637	006E	n	vd alveolar nasal	n	10
	9771	LUO	4205	673	0145	Ņ	vd palatal nasal	nj	10
	9772	LUO	4205	224	014B	ŋ	vd velar nasal	N!1	10
	9773	LUO	4205	600	006C	l	vd alveolar laterapprox	l	10
	9774	LUO	4205	776	0156	Ŗ	vd alveolar flap	r[	10
	9775	LUO	4205	474	0068	h	vl glottal fricative	h	10
	9776	LUO	4205	534	0069	i	high front unrnd perif vowel	i	10
	9777	LUO	4205	215	0049	I	lordhig front unrnd perif vowel	I!	10
	9778	LUO	4205	420	0065	e	himid front unrnd perif vowel	e	10
	9779	LUO	4205	326	00E6	æ	raidlo front unrnd perif vowel	aa	10
	9780	LUO	4205	301	0061	a	low central unrnd perif vowel	a	10
	9781	LUO	4205	855	0075	u	high back rounded perif vowel	u	10
	9782	LUO	4205	273	03A9	Ω	lordhig back rounded perif vowel	U!	10
	9783	LUO	4205	693	006F	o	himid back rounded perif vowel	o	10
	9784	LUO	4205	317	00E2	â	low back rounded perif vowel	a_)	10
	9785	LUO	4205	570	006A	j	vd palatal approxi	j	10
	9786	LUO	4205	894	0077	w	vd labvel approxi	w	10
	9787	LUO	4205	173	003F	?	vl glottal stp	?	10
	9788	NUBIAN	4206	350	0062	b	vd bilabial stp	b	10
	9789	NUBIAN	4206	623	006D	m	vd bilabial nasal	m	10
	9790	NUBIAN	4206	575	006B	k	vl velar stp	k	10
	9791	NUBIAN	4206	439	0067	g	vd velar stp	g	10
	9792	NUBIAN	4206	396	0064007A2015	dz―	vd postalveol sib affricate	dZ!	10
	9793	NUBIAN	4206	434	0066	f	vl labdent fricative	f	10
	9794	NUBIAN	4206	266	222B	∫	vl postalveol sib fricative	S!	10
	9795	NUBIAN	4206	673	0145	Ņ	vd palatal nasal	nj	10
	9796	NUBIAN	4206	600	006C	l	vd alveolar laterapprox	l	10
	9797	NUBIAN	4206	474	0068	h	vl glottal fricative	h	10
	9798	NUBIAN	4206	534	0069	i	high front unrnd perif vowel	i	10
	9799	NUBIAN	4206	420	0065	e	himid front unrnd perif vowel	e	10
	9800	NUBIAN	4206	301	0061	a	low central unrnd perif vowel	a	10
	9801	NUBIAN	4206	693	006F	o	himid back rounded perif vowel	o	10
	9802	NUBIAN	4206	855	0075	u	high back rounded perif vowel	u	10
	9803	NUBIAN	4206	814	007400B7	t·	vl dental stp	tD	10
	9804	NUBIAN	4206	386	006400B7	d·	vd dental stp	dD	10
	9805	NUBIAN	4206	650	006E00B7	n·	vd dental nasal	nD!	10
	9806	NUBIAN	4206	786	0073	s	vl alveolar sib fricative	s	10
	9807	NUBIAN	4206	763	0072	r	vd alveolar trill	r	10
	9808	NUBIAN	4206	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	9809	NYANGI	4207	723	0070	p	vl bilabial stp	p	10
	9810	NYANGI	4207	354	0392	Β	vd bilabial implosiv	b<	10
	9811	NYANGI	4207	623	006D	m	vd bilabial nasal	m	10
	9812	NYANGI	4207	894	0077	w	vd labvel approxi	w	10
	9813	NYANGI	4207	793	007300B7	s·	vl dental sib fricative	sD	10
	9814	NYANGI	4207	799	0074	t	vl alveolar stp	t	10
	9815	NYANGI	4207	385	0111	đ	vd alveolar implosiv	d<	10
	9816	NYANGI	4207	498	013D	Ľ	vl alveolar laterfricativ	hlF	10
	9817	NYANGI	4207	637	006E	n	vd alveolar nasal	n	10
	9818	NYANGI	4207	600	006C	l	vd alveolar laterapprox	l	10
	9819	NYANGI	4207	763	0072	r	vd alveolar trill	r	10
	9820	NYANGI	4207	364	0063	c	vl palatal stp	c	10
	9821	NYANGI	4207	409	0192	ƒ	vd palatal implosiv	dj<	10
